Date,Open,High,Low,Close,Adj Close,Volume,SP_open,SP_high,SP_low,SP_close,SP_Ajclose,SP_volume,DJ_open,DJ_high,DJ_low,DJ_close,DJ_Ajclose,DJ_volume,EG_open,EG_high,EG_low,EG_close,EG_Ajclose,EG_volume,EU_Price,EU_open,EU_high,EU_low,EU_Trend,OF_Price,OF_Open,OF_High,OF_Low,OF_Volume,OF_Trend,OS_Trend
11/4/2015,107.019997,107.089996,105.919998,105.970001,105.970001,7366400,211.350006,211.5,209.720001,210.380005,197.091003,90967700,17929.58008,17964.11914,17828.83008,17867.58008,17867.58008,99890000,18,18,16.950001,17,16.911764,938000,1.0863,1.0962,1.0968,1.0842,0,48.58,50.25,50.87,48.49,328140,0,0
11/5/2015,106.010002,106.099998,105.580002,105.639999,105.639999,5931100,210.429993,210.979996,209.089996,210.149994,196.875519,78408700,17871.25,17929.50977,17779.18945,17863.42969,17863.42969,98910000,16.950001,17,16,16.65,16.563581,1211400,1.0884,1.0865,1.0898,1.0835,1,47.98,48.84,49,47.93,228000,0,0
11/6/2015,104.169998,104.419998,104.019997,104.099998,104.099998,8831900,209.740005,210.320007,208.460007,210.039993,196.772461,110471500,17855.2207,17912.03906,17768.59961,17910.33008,17910.33008,107450000,15.95,16.799999,15.7,16.200001,16.115917,912200,1.0741,1.0886,1.0896,1.0709,0,47.42,48.05,48.58,47.27,245490,0,0
11/9/2015,104.290001,104.580002,104.190002,104.400002,104.400002,4129200,209.309998,209.490005,206.949997,208.080002,194.936295,131008700,17900.7793,17900.7793,17667.7793,17730.48047,17730.48047,121210000,16.1,17,15.65,16.85,16.762543,1151900,1.0752,1.0738,1.0793,1.0719,1,47.19,47.46,48.41,47.01,202180,0,0
11/10/2015,104.089996,104.650002,103.870003,104.18,104.18,4450800,207.509995,208.600006,207.190002,208.559998,195.385956,75874600,17724.13086,17768.66016,17657.7207,17758.21094,17758.21094,108640000,16.5,16.950001,15.85,16.1,16.016436,902100,1.0724,1.0751,1.0764,1.0673,0,47.44,47.32,47.86,46.96,206340,1,0
11/11/2015,104.089996,104.230003,103.779999,103.830002,103.830002,3527600,208.880005,208.940002,207.660004,207.740005,194.617783,67846000,17769.5,17807.17969,17696.91016,17702.2207,17702.2207,95230000,16.15,16.6,16.049999,16.5,16.41436,626300,1.0744,1.0724,1.0774,1.0705,1,45.81,47.08,47.73,45.62,193340,0,0
11/12/2015,103.089996,104.32,103.040001,103.849998,103.849998,6300500,206.5,207.059998,204.820007,204.839996,191.900955,121315200,17691.92969,17691.92969,17443.5,17448.07031,17448.07031,113660000,16.15,16.799999,15.75,16,15.9169549999999,542900,1.0817,1.0743,1.0829,1.069,1,44.06,45.92,46.27,43.89,132490,0,0
11/13/2015,103.540001,103.739998,103.449997,103.559998,103.559998,3224200,204.350006,204.669998,202.440002,202.539993,189.746262,153577100,17439.25,17439.25,17238.89063,17245.24023,17245.24023,134640000,15.95,16.299999,15.85,15.95,15.867214,640100,1.0779,1.0816,1.0818,1.0715,0,43.61,44.08,44.85,43.57,28630,0,0
11/16/2015,103.980003,104.029999,103.519997,103.709999,103.709999,2951200,202.320007,205.690002,202.179993,205.619995,192.631683,117645200,17229.93945,17483.00977,17210.42969,17483.00977,17483.00977,137590000,16.15,16.25,15.95,16.049999,15.966695,533700,1.0686,1.0751,1.0781,1.0675,0,44.56,44.7,45.18,43.15,310120,1,1
11/17/2015,103.379997,103.400002,101.980003,102.339996,102.339996,8593100,205.990005,207.039993,204.880005,205.470001,192.49115,121123700,17486.99023,17599.33008,17451.41016,17489.5,17489.5,167190000,15.95,16.049999,15.05,15.2,15.121107,717900,1.0644,1.069,1.0696,1.0633,0,43.57,44.7,45.1,43.5,260700,0,0
11/18/2015,102.389999,102.949997,102.040001,102.43,102.43,5043800,206.039993,208.899994,205.990005,208.729996,195.545242,121342500,17485.49023,17752.16016,17485.49023,17737.16016,17737.16016,106810000,15.25,16.15,15,16,15.9169549999999,941300,1.0659,1.064,1.0694,1.0617,1,44.14,43.97,44.74,43.34,255680,1,0
11/19/2015,103.07,104.089996,103.07,103.559998,103.559998,5087600,208.589996,209.050003,208.199997,208.550003,195.376602,88220500,17739.83008,17772.9707,17681.98047,17732.75,17732.75,114630000,16.299999,16.5,16,16.25,16.165657,505700,1.0734,1.0657,1.0764,1.0654,1,44.18,44.3,44.76,43.7,201030,1,0
11/20/2015,103.580002,103.660004,102.970001,103.089996,103.089996,5971600,209.449997,210.119995,208.860001,209.309998,196.088608,94011500,17732.75,17914.33984,17732.75,17823.81055,17823.81055,153140000,16.35,16.5,15,15.25,15.170848,586600,1.0646,1.0736,1.0745,1.0641,0,44.66,44.38,45.5,44.06,245340,1,0
11/23/2015,102.480003,102.75,102.160004,102.260002,102.260002,4042500,209.380005,209.979996,208.520004,209.070007,195.863754,64931200,17823.60938,17868.17969,17751.5293,17792.67969,17792.67969,134680000,15.15,15.4,15,15.15,15.071366,359300,1.0636,1.0647,1.0658,1.0593,0,44.83,44.46,45.73,43.57,291000,1,1
11/24/2015,103.120003,103.25,102.690002,102.940002,102.940002,3479600,207.869995,209.830002,207.410004,209.350006,196.126068,98874400,17770.90039,17862.59961,17683.50977,17812.18945,17812.18945,127170000,15.5,15.7,15.1,15.45,15.369809,737800,1.0641,1.0634,1.0674,1.062,1,46.12,45.11,46.5,44.92,271930,1,1
11/25/2015,102.470001,102.690002,102.209999,102.459999,102.459999,2931300,209.5,209.740005,209.009995,209.320007,196.097946,51980100,17820.81055,17854.91992,17801.83008,17813.39063,17813.39063,82540000,15.3,15.65,15.1,15.45,15.369809,632200,1.0627,1.0642,1.069,1.0566,0,46.17,46.04,46.5,45.03,229110,1,1
11/27/2015,101.010002,101.620003,100.989998,101.25,101.25,4993600,209.429993,209.800003,208.860001,209.559998,196.322784,37317800,17806.03906,17830.35938,17749.32031,17813.39063,17813.39063,82540000,15.1,15.35,14.8,14.85,14.772924,232500,1.0593,1.061,1.064,1.057,0,44.86,45.57,45.63,44.79,165310,0,0
11/30/2015,101.529999,102.379997,101.519997,101.919998,101.919998,6773000,209.75,209.889999,208.559998,208.690002,195.507767,112822700,17802.83984,17837.24023,17719.78906,17719.91992,17719.91992,155560000,14.85,15.35,14.75,15.3,15.220589,789400,1.0564,1.0591,1.0596,1.0558,0,44.61,44.86,45.75,44.44,235940,0,0
12/1/2015,102.300003,102.43,101.809998,102.279999,102.279999,4645900,209.440002,210.820007,209.110001,210.679993,197.37204,97858400,17719.7207,17895.5,17719.7207,17888.34961,17888.34961,103880000,15.35,15.75,14.95,15.6,15.519032,660700,1.0631,1.0566,1.0638,1.0562,1,44.44,44.62,45.18,44.03,301200,0,0
12/2/2015,101.349998,101.349998,100.529999,100.690002,100.690002,10223500,210.619995,211,208.229996,208.529999,195.357834,108441300,17883.14063,17901.58008,17708.19922,17729.67969,17729.67969,102860000,15.2,15.75,14.9,15.6,15.519032,658700,1.0615,1.0633,1.0644,1.0553,0,42.49,44.32,44.64,42.43,324060,0,0
12/3/2015,101.230003,101.970001,100.849998,101.760002,101.760002,6499900,208.830002,209.149994,204.75,205.610001,192.622314,166224200,17741.57031,17780.58984,17425.56055,17477.66992,17477.66992,126990000,15.8,16,15.35,15.65,15.568771,506900,1.0941,1.0616,1.0983,1.0541,1,43.84,42.77,44.69,42.61,271480,1,1
12/4/2015,102.739998,104.209999,102.650002,104.019997,104.019997,10670200,205.610001,209.970001,205.610001,209.619995,196.379028,192913900,17482.67969,17866.4707,17482.67969,17847.63086,17847.63086,137650000,15.85,16.35,15.8,16.299999,16.215397,693200,1.0886,1.0939,1.0957,1.0837,0,43,43.98,44.82,42.67,345830,0,0
12/7/2015,103.32,103.370003,102.5,102.669998,102.669998,4393500,209.229996,209.729996,207.199997,208.350006,195.189224,102027100,17845.49023,17845.49023,17639.25,17730.50977,17730.50977,99670000,16.1,16.299999,15.1,15.35,15.270329,755100,1.0835,1.0859,1.0888,1.0795,0,40.73,43.26,43.26,40.6,272440,0,0
12/8/2015,103.129997,103.260002,102.529999,102.839996,102.839996,3412300,206.490005,208.289993,205.779999,206.949997,193.87767,103372400,17703.99023,17703.99023,17485.39063,17568,17568,113720000,15.4,15.5,14.85,15,14.922145,738900,1.0894,1.0835,1.0901,1.0827,1,40.26,40.82,41.45,39.81,328380,0,1
12/9/2015,103.629997,103.660004,102.32,102.639999,102.639999,6026300,206.190002,208.679993,204.179993,205.339996,192.369354,162401500,17558.17969,17767.68945,17403.50977,17492.30078,17492.30078,122020000,15.35,15.8,15,15.25,15.170848,526600,1.1025,1.0888,1.1042,1.0877,1,40.11,40.63,41.59,39.57,284650,0,0
12/10/2015,102.510002,102.830002,102.339996,102.550003,102.550003,3699300,205.419998,207.429993,205.139999,205.869995,192.86586,115196800,17493.16992,17697.74023,17474.66016,17574.75,17574.75,107310000,15.1,15.5,14.85,15.15,15.071366,405700,1.0941,1.1027,1.1029,1.0924,0,39.73,40.44,40.7,39.46,188990,0,0
12/11/2015,101.910004,103.32,101.849998,103.110001,103.110001,6798400,203.350006,204.139999,201.509995,201.880005,189.127914,211173300,17574.75,17574.75,17230.5,17265.21094,17265.21094,134510000,15,15.7,14.9,15.4,15.320068,743600,1.0989,1.0943,1.1033,1.0926,1,37.93,39.55,39.74,37.36,167310,0,0
12/14/2015,102.580002,102.720001,101.739998,101.790001,101.790001,5527200,202.070007,203.050003,199.949997,202.899994,190.083466,176235400,17277.10938,17378.01953,17138.4707,17368.5,17368.5,142540000,15.35,15.35,14.45,14.55,14.474482,708000,1.0992,1.0985,1.105,1.0946,1,37.92,37.85,38.43,36.33,115120,0,1
12/15/2015,101.709999,102.059998,101.410004,101.519997,101.519997,6831100,204.699997,206.110001,202.869995,205.029999,192.078934,154069600,17374.7793,17627.63086,17341.17969,17524.91016,17524.91016,123430000,14.75,14.9,14.35,14.55,14.474482,437500,1.0928,1.0991,1.1059,1.0903,0,38.45,37.89,39.41,37.55,73700,1,1
12/16/2015,102.589996,103.199997,101.660004,102.75,102.75,8292200,206.369995,208.389999,204.800003,208.029999,194.88945,197017000,17530.84961,17784.35938,17483.67969,17749.08984,17749.08984,123790000,14.9,15.2,14.15,14.85,14.772924,926500,1.0913,1.0932,1.1008,1.0888,0,37.19,38.09,38.45,37.11,18230,0,0
12/17/2015,100.919998,100.989998,100.230003,100.5,100.5,10156200,208.399994,208.479996,204.839996,204.860001,191.919662,173092500,17756.53906,17796.75977,17493.5,17495.83984,17495.83984,115780000,14.2,14.5,13.85,14.2,14.126297,575600,1.0825,1.0915,1.0915,1.08,0,37.06,37.6,37.93,36.75,200850,0,0
12/18/2015,101.349998,102.529999,101.300003,102.040001,102.040001,8345900,202.770004,202.929993,199.830002,200.020004,188.500244,251393500,17495.03906,17496.58008,17124.31055,17128.55078,17128.55078,344560000,14.45,15.6,14.25,15.2,15.121107,1429400,1.0868,1.0828,1.0877,1.0806,1,36.88,36.81,37.73,36.41,218040,0,0
12/21/2015,102.949997,103.519997,102.830002,103.150002,103.150002,6378900,201.410004,201.880005,200.089996,201.669998,190.055161,99094300,17154.93945,17272.35938,17116.73047,17251.61914,17251.61914,114910000,15.55,16.049999,15.15,15.85,15.767734,688000,1.0915,1.0863,1.0941,1.0848,1,36.35,36.55,36.75,36.04,175120,0,1
12/22/2015,103.089996,103.199997,102.559998,102.610001,102.610001,4061400,202.720001,203.850006,201.550003,203.5,191.779755,103602200,17253.55078,17451.10938,17242.85938,17417.26953,17417.26953,91570000,15.8,16.25,15.55,15.6,15.519032,474000,1.0955,1.0913,1.0985,1.0901,1,36.11,36.36,36.72,35.98,166300,0,1
12/23/2015,102.400002,102.589996,102.209999,102.309998,102.309998,2821400,204.690002,206.070007,204.580002,206.020004,194.154648,110987200,17427.63086,17607.91992,17427.63086,17602.60938,17602.60938,92820000,15.7,16.1,15.6,15.7,15.618512,456600,1.0909,1.0955,1.0957,1.0869,0,37.36,36.37,37.88,36.28,196980,1,1
12/24/2015,102.82,103.050003,102.769997,103.050003,103.050003,1710200,205.720001,206.330002,205.419998,205.679993,193.834213,48542200,17593.25977,17606.33984,17543.94922,17552.16992,17552.16992,40350000,15.85,16.25,15.75,16.15,16.066175,200800,1.0972,1.0913,1.0976,1.0903,1,37.89,37.77,38.1,36.91,111020,1,1
12/28/2015,102.480003,102.599998,102.029999,102.269997,102.269997,3353600,204.860001,205.259995,203.940002,205.210007,193.391281,64967100,17535.66016,17536.90039,17437.33984,17528.26953,17528.26953,59770000,15.9,15.9,15.05,15.2,15.121107,381900,1.0968,1.0965,1.0995,1.0951,0,36.62,37.84,37.95,36.41,84340,0,0
12/29/2015,102.519997,102.580002,102.110001,102.199997,102.199997,2832200,206.509995,207.789993,206.470001,207.399994,195.4552,92640700,17547.36914,17750.01953,17547.36914,17720.98047,17720.98047,69860000,15.4,15.65,15.15,15.45,15.369809,481500,1.0917,1.0968,1.0992,1.0899,0,37.79,36.59,37.98,36.56,171680,1,1
12/30/2015,101.470001,101.599998,101.349998,101.419998,101.419998,3745000,207.110001,207.210007,205.759995,205.929993,194.069839,63317700,17711.93945,17714.13086,17588.86914,17603.86914,17603.86914,59760000,15.25,15.25,14.8,15,14.922145,473100,1.0932,1.092,1.0947,1.0903,1,36.46,37.29,37.55,36.35,173510,0,0
12/31/2015,101.480003,101.720001,101.309998,101.459999,101.459999,3823600,205.130005,205.889999,203.869995,203.869995,192.128464,114877900,17590.66016,17590.66016,17421.16016,17425.0293,17425.0293,93690000,14.95,15.2,14.55,14.85,14.772924,701100,1.0861,1.0932,1.0938,1.085,0,37.28,36.57,37.95,36.1,149600,1,1
1/4/2016,103.129997,103.669998,102.489998,102.889999,102.889999,6440000,200.490005,201.029999,198.589996,201.020004,189.442627,222353500,17405.48047,17405.48047,16957.63086,17148.93945,17148.93945,148060000,15.15,15.5,14.65,15.4,15.320068,885400,1.0831,1.0858,1.0949,1.0783,0,37.22,37.85,38.99,36.77,321840,0,0
1/5/2016,103.129997,103.459999,102.93,103.18,103.18,3500300,201.399994,201.899994,200.050003,201.360001,189.763031,110845800,17147.5,17195.83984,17038.60938,17158.66016,17158.66016,105750000,15.45,15.6,14.95,15,14.922145,567900,1.0748,1.0831,1.084,1.0711,0,36.42,37.27,37.57,36.24,275470,0,0
1/6/2016,104.370003,104.800003,103.93,104.669998,104.669998,9316600,198.339996,200.059998,197.600006,198.820007,187.369339,152112600,17154.83008,17154.83008,16817.61914,16906.50977,16906.50977,120250000,15.3,15.5,15.15,15.4,15.320068,640500,1.0781,1.0749,1.0802,1.0721,1,34.23,36.64,36.67,34.13,296860,0,0
1/7/2016,105.830002,106.239998,105.190002,106.150002,106.150002,11730400,195.330002,197.440002,193.589996,194.050003,182.874039,213436100,16888.35938,16888.35938,16463.63086,16514.09961,16514.09961,176240000,15.65,16.75,15.55,16.4,16.314878,805200,1.0936,1.0779,1.0941,1.077,1,33.75,34.52,34.74,32.16,291510,0,0
1/8/2016,105.480003,105.800003,105.040001,105.68,105.68,7678200,195.190002,195.850006,191.580002,191.919998,180.866699,209817200,16519.16992,16651.89063,16314.57031,16346.4502,16346.4502,141850000,15.95,16.5,15.7,16.25,16.165657,692400,1.0932,1.0934,1.0936,1.0804,0,33.55,34.02,34.72,32.78,206970,0,0
1/11/2016,105.470001,105.57,104.709999,104.739998,104.739998,5905500,193.009995,193.410004,189.820007,192.110001,181.045776,185113200,16358.70996,16461.84961,16232.03027,16398.57031,16398.57031,127790000,16.549999,16.549999,14.85,15.35,15.270329,668100,1.086,1.0923,1.0969,1.0847,0,31.55,33.34,33.38,31.17,202060,0,0
1/12/2016,104.089996,104.589996,103.650002,104.209999,104.209999,5540200,193.820007,194.550003,191.139999,193.660004,182.5065,172330500,16419.10938,16591.34961,16322.07031,16516.2207,16516.2207,117480000,12.8,13,11.6,12.4,12.33564,2257100,1.0857,1.0859,1.0904,1.0822,0,30.86,31.54,32.38,30.34,142530,0,0
1/13/2016,103.889999,104.82,103.779999,104.720001,104.720001,7324200,194.449997,194.860001,188.380005,188.830002,177.954697,221168900,16526.63086,16593.50977,16123.2002,16151.41016,16151.41016,153530000,12.55,13,12.5,12.6,12.534602,853300,1.0877,1.0858,1.0891,1.0807,1,30.31,30.82,31.92,29.96,91960,0,0
1/14/2016,103.75,104.18,102.5,103.019997,103.019997,9989100,189.550003,193.259995,187.660004,191.929993,180.876144,240795600,16159.00977,16482.05078,16075.12012,16379.04981,16379.04981,158830000,12.6,12.65,11.8,12.05,11.987457,874200,1.0865,1.088,1.0945,1.0835,0,31.03,30.26,31.23,29.73,16390,1,1
1/15/2016,104.919998,104.959999,103.970001,104.080002,104.080002,10052700,186.770004,188.759995,185.520004,187.809998,176.993408,324846400,16354.33008,16354.33008,15842.11035,15988.08008,15988.08008,239210000,12.4,12.45,11.1,11.4,11.34083,1144100,1.0917,1.0866,1.0987,1.0855,1,28.94,31,31.02,28.82,344460,0,0
1/19/2016,104.059998,104.449997,103.650002,103.980003,103.980003,4588400,189.960007,190.110001,186.199997,188.059998,177.229004,195244400,16009.4502,16171.95996,15900.25,16016.01953,16016.01953,144360000,11.55,11.7,10.35,10.65,10.594723,1032500,1.0909,1.0892,1.0941,1.0861,1,28.76,28.7,30.24,28.6,419480,1,0
1/20/2016,105.169998,106.160004,104.940002,105.370003,105.370003,10120900,185.029999,187.5,181.020004,185.649994,174.957825,286547800,15989.4502,15989.4502,15450.55957,15766.74023,15766.74023,191870000,10.9,11,10.4,10.6,10.544983,1437100,1.0891,1.091,1.0977,1.0877,0,27.88,28.66,28.75,27.1,375400,0,0
1/21/2016,104.989998,105.489998,104.519997,105.489998,105.489998,5425000,186.210007,188.869995,184.639999,186.690002,175.937912,195772900,15768.87012,16038.58984,15704.66016,15882.67969,15882.67969,145140000,10.5,10.95,10.1,10.8,10.743945,1211700,1.0874,1.0893,1.0922,1.0779,0,29.25,27.99,29.84,27.29,394260,1,1
1/22/2016,104.93,105.510002,104.760002,105,105,4185300,189.779999,190.759995,188.880005,190.520004,179.547348,168319600,15921.09961,16136.79004,15921.09961,16093.50977,16093.50977,145850000,10.8,11.6,10.65,11.4,11.34083,728900,1.0797,1.0874,1.0879,1.079,0,32.18,29.62,32.3,29.29,407780,1,1
1/25/2016,105.760002,106.089996,105.599998,106.080002,106.080002,6819400,189.919998,190.149994,187.410004,187.639999,176.833206,130371700,16086.45996,16086.45996,15880.15039,15885.21973,15885.21973,123250000,10.9,11,9.35,10.5,10.445501,1804700,1.0849,1.0799,1.0858,1.0788,1,30.5,32.1,32.81,30,310140,0,0
1/27/2016,106.860001,107.93,106.650002,107.690002,107.690002,8273400,189.580002,191.559998,187.059998,188.130005,177.294998,185681700,16168.74023,16235.03027,15878.29981,15944.45996,15944.45996,138350000,11.1,11.5,10.65,11.5,11.440311,773100,1.0893,1.0871,1.0917,1.0851,1,33.1,31.2,33.49,30.83,257110,1,1
1/28/2016,106.550003,106.860001,106.480003,106.540001,106.540001,5914200,189.960007,190.199997,187.160004,189.110001,178.218582,143798800,15960.28027,16102.13965,15863.71973,16069.63965,16069.63965,130120000,11.3,11.45,10.95,11.1,11.042388,559500,1.0939,1.0891,1.0969,1.0869,1,33.89,32.84,35.84,32.56,195140,1,1
1/29/2016,106.610001,107,106.260002,106.949997,106.949997,8098700,190.020004,193.880005,189.880005,193.720001,182.563065,210529300,16090.25977,16466.30078,16090.25977,16466.30078,16466.30078,217940000,11.15,11.5,11.05,11.2,11.141869,565900,1.0837,1.0938,1.0951,1.0812,0,34.74,34.08,35,33.59,29660,1,1
2/1/2016,107.540001,108.150002,107.529999,108.050003,108.050003,10471800,192.529999,194.580002,191.839996,193.649994,182.497055,136061600,16453.63086,16510.98047,16299.46973,16449.17969,16449.17969,114450000,11.4,12.1,11.2,11.6,11.539793,712700,1.0888,1.0833,1.0915,1.0814,1,34.24,35.85,36.25,33.92,331870,0,0
2/2/2016,107.919998,108.18,107.349998,108.089996,108.089996,6656000,191.960007,191.970001,189.539993,190.160004,179.208099,182564900,16420.21094,16420.21094,16108.44043,16153.54004,16153.54004,126210000,11.5,11.55,11.05,11.4,11.34083,404300,1.0919,1.0892,1.0944,1.0886,1,32.72,34.18,34.18,32.23,346890,0,0
2/3/2016,107.910004,109.580002,107.900002,109.25,109.25,15785200,191.410004,191.779999,187.100006,191.300003,180.28244,205054900,16186.2002,16381.69043,15960.4502,16336.66016,16336.66016,141870000,11.45,12.45,11.4,12.35,12.2859,990900,1.1104,1.0917,1.1146,1.0903,1,35.04,32.41,35.53,32.3,396580,1,1
2/4/2016,110.449997,110.699997,109.919998,110.57,110.57,13192300,190.710007,192.75,189.960007,191.600006,180.56517,136318100,16329.6699199999,16485.83984,16266.16016,16416.58008,16416.58008,131490000,12.7,14.1,12.7,13.5,13.429931,1321500,1.1208,1.1104,1.124,1.107,1,34.46,35.32,35.84,34.15,323930,0,0
2/5/2016,109.790001,112.349998,109.580002,112.32,112.32,14777300,190.990005,191.669998,187.199997,187.949997,177.125351,180788300,16417.94922,16423.63086,16129.80957,16204.96973,16204.96973,139010000,13.15,14.35,12.8,14.3,14.225779,992300,1.1159,1.1209,1.1246,1.111,0,34.06,34.39,35.14,33.81,296570,0,0
2/8/2016,113.669998,114.870003,113.389999,113.830002,113.830002,28341200,185.770004,186.119995,182.800003,185.419998,174.741058,191526700,16147.50977,16147.50977,15803.54981,16027.04981,16027.04981,165880000,15.2,15.4,13.55,13.8,13.728374,1667400,1.1198,1.1159,1.1218,1.1087,1,32.88,33.99,34.68,32.77,211550,0,0
2/9/2016,114.43,114.690002,113.550003,113.580002,113.580002,17065400,183.360001,186.940002,183.199997,185.429993,174.750473,176478700,16005.41016,16136.62012,15881.11035,16014.37988,16014.37988,127740000,14.05,14.1,13,13.1,13.032007,1304300,1.1293,1.1197,1.1339,1.1163,1,30.32,33.17,33.56,30.28,305770,0,0
2/10/2016,113.919998,114.519997,112.980003,114.459999,114.459999,13311100,186.410004,188.339996,185.119995,185.270004,174.599686,148214100,16035.61035,16201.88965,15899.91016,15914.74023,15914.74023,122290000,13.1,13.55,12.45,13.35,13.280709,1276100,1.129,1.1292,1.1311,1.1159,0,30.84,30.95,31.9,30.35,332990,1,0
2/11/2016,118.589996,120.839996,117.769997,119.059998,119.059998,49139000,182.339996,184.100006,181.089996,182.860001,172.328537,219058900,15897.82031,15897.82031,15503.00977,15660.17969,15660.17969,172070000,14.9,15.6,14.3,15.15,15.071366,1785200,1.1324,1.1292,1.1378,1.1274,1,30.06,30.83,31.35,29.92,347590,0,0
2/12/2016,118.120003,118.739998,117.879997,118.360001,118.360001,16981200,184.960007,186.649994,183.960007,186.630005,175.881378,127632400,15691.62012,15974.04004,15691.62012,15973.83984,15973.83984,132550000,14.8,15.85,14.7,15.65,15.568771,761100,1.126,1.1328,1.1335,1.1215,0,33.36,31.31,33.44,30.85,394480,1,1
2/16/2016,116,116.309998,114.739998,114.769997,114.769997,14601700,188.770004,189.809998,187.630005,189.779999,178.84996,120250700,16012.38965,16196.41016,16012.38965,16196.41016,16196.41016,142030000,14.75,15.2,13.8,14.15,14.076557,1265600,1.1144,1.1155,1.1196,1.1123,0,32.18,34.51,35.55,31.92,398490,0,1
2/17/2016,115.470001,116.07,114.889999,115.480003,115.480003,10582400,191.160004,193.320007,191.009995,192.880005,181.771439,136009500,16217.98047,16486.11914,16217.98047,16453.83008,16453.83008,124080000,14.5,14.6,13.55,13.95,13.877595,1074500,1.1128,1.1143,1.118,1.1104,0,34.5,32.54,34.99,31.82,355920,1,1
2/18/2016,115.300003,118.599998,115.290001,118.290001,118.290001,13586500,193.199997,193.270004,191.720001,192.089996,181.026901,102343000,16483.75977,16511.83984,16390.42969,16413.42969,16413.42969,104950000,13.65,15.15,13.65,15,14.922145,1348400,1.1107,1.113,1.1153,1.1072,0,34.28,34.91,35.73,33.79,324100,0,0
2/19/2016,117.260002,117.970001,117.099998,117.580002,117.580002,15192000,191.169998,192.179993,190.449997,192,180.942093,114793000,16410.96094,16410.96094,16278,16391.99023,16391.99023,134340000,14.75,15.2,14.4,14.6,14.524221,1013100,1.1134,1.1107,1.114,1.1067,1,33.01,33.88,34.46,32.68,287090,0,0
2/22/2016,115.440002,116.190002,115.410004,115.489998,115.489998,10677800,193.869995,194.949997,193.789993,194.779999,183.561981,103640300,16417.13086,16664.24023,16417.13086,16620.66016,16620.66016,102240000,14.3,14.65,14,14.45,14.375,820700,1.1029,1.1128,1.1137,1.1003,0,34.69,33.25,34.97,32.85,233330,1,1
2/23/2016,116.68,117.419998,116.519997,117.220001,117.220001,9033400,194,194.320007,192.179993,192.320007,181.243668,111455300,16610.39063,16610.39063,16403.5293,16431.7793,16431.7793,98170000,14.75,14.85,14.3,14.55,14.474482,732900,1.102,1.1031,1.1055,1.0991,0,33.27,34.54,35.11,32.9,348080,0,0
2/24/2016,119,119.860001,117.349998,117.610001,117.610001,17938800,190.630005,193.529999,189.320007,193.199997,182.072998,150812200,16418.83984,16507.39063,16165.86035,16484.99023,16484.99023,93620000,14.9,15.15,14.1,14.2,14.126297,934100,1.1013,1.1019,1.1047,1.0957,0,34.41,32.98,34.67,32.37,344000,1,1
2/25/2016,117.620003,118.910004,117.540001,117.919998,117.919998,12461600,193.729996,195.550003,192.830002,195.539993,184.278214,107512400,16504.38086,16697.98047,16458.41992,16697.28906,16697.28906,94120000,14.2,15.05,14.05,14.85,14.772924,713900,1.1023,1.1014,1.1052,1.0987,1,35.29,34.39,35.74,33.29,210570,1,1
2/26/2016,117.43,117.720001,115.860001,117.110001,117.110001,12505100,196.570007,196.679993,194.899994,195.089996,183.854111,129833700,16712.69922,16795.98047,16623.91016,16639.9707,16639.9707,98480000,14.65,15.4,14.45,14.55,14.474482,661500,1.0934,1.102,1.1071,1.0913,0,35.1,35.1,37,34.73,126420,0,0
2/29/2016,117.589996,118.699997,117.529999,118.639999,118.639999,11517500,195.110001,196.229996,193.330002,193.559998,182.412262,125918100,16634.15039,16726.11914,16510.40039,16516.5,16516.5,126220000,14.85,15,14.6,15,14.922145,524400,1.0873,1.0932,1.0964,1.0858,0,35.97,35.1,36.23,34.83,30240,1,1
3/1/2016,118.739998,119.110001,117.339996,117.769997,117.769997,14139300,195.009995,198.210007,194.449997,198.110001,186.700195,141799700,16545.66992,16865.56055,16545.66992,16865.08008,16865.08008,105050000,15.2,15.3,14.1,14.25,14.176038,931300,1.0867,1.0873,1.0896,1.0835,0,36.81,36.6,37.25,35.95,276260,1,0
3/2/2016,118.339996,118.970001,118.07,118.68,118.68,8903000,197.740005,199.059998,197.25,199,187.538971,102415000,16851.16992,16900.16992,16766.32031,16899.32031,16899.32031,104470000,14.4,14.75,14.2,14.75,14.673443,755000,1.0868,1.0868,1.0881,1.0825,1,36.93,36.62,37.4,36.1,278170,1,1
3/3/2016,118.860001,121.300003,118.809998,120.730003,120.730003,18634800,198.789993,199.800003,198.110001,199.779999,188.274017,94146200,16896.16992,16944.31055,16820.73047,16943.90039,16943.90039,91110000,14.75,16.200001,14.75,16.200001,16.115917,1352300,1.0957,1.0867,1.0974,1.0853,1,37.07,37.05,37.37,36.35,256490,1,0
3/4/2016,121.129997,122.370003,120.220001,120.540001,120.540001,16261100,200.009995,201.350006,199.029999,200.429993,188.886597,129293600,16945,17062.38086,16898.83984,17006.76953,17006.76953,106910000,16.299999,17.799999,16.15,17.35,17.259949,2999300,1.1004,1.0958,1.1045,1.0903,1,38.72,37.04,38.95,36.82,295790,1,1
3/7/2016,121.18,121.580002,120.410004,121.139999,121.139999,9358600,199.339996,201.070007,199.25,200.589996,189.037338,100219000,16991.28906,17099.25,16940.48047,17073.94922,17073.94922,100290000,17.75,18.6,17.700001,18.35,18.254759,1652500,1.1014,1.1008,1.1027,1.094,1,40.84,38.88,41.04,38.87,341910,1,1
